Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Total_Digital_Usage,Balance_per_Product
18,Male,Employed,Current,89,1,12075,18,3,9,0,0.57,12,12075.0
43,Male,Employed,Savings,159,1,381770,15,4,9,0,0.7,13,381770.0
41,Female,Employed,Current,128,1,93251,13,3,8,0,0.58,11,93251.0
39,Female,Self-employed,Savings,70,1,24746,20,9,7,0,0.92,16,24746.0
18,Female,Employed,Savings,100,1,59072,13,12,5,1,0.78,17,59072.0
31,Female,Self-employed,Savings,155,2,129599,16,7,14,0,0.79,21,64799.5
34,Female,Employed,Savings,128,4,16827,18,7,16,1,0.73,23,4206.75
34,Male,Employed,Current,25,1,42822,13,3,10,0,0.8,13,42822.0
37,Male,Employed,Current,45,4,127492,14,4,8,0,0.55,12,31873.0
40,Female,Employed,Current,147,4,584378,8,4,8,1,0.94,12,146094.5
33,Male,Unemployed,Savings,156,2,93874,9,8,13,0,0.81,21,46937.0
22,Female,Self-employed,Savings,139,2,179296,17,9,10,0,0.93,19,89648.0
28,Male,Employed,Savings,177,1,94358,14,8,4,0,0.89,12,94358.0
32,Female,Self-employed,Savings,63,2,108145,17,11,7,2,1.0,18,54072.5
35,Male,Self-employed,Current,127,2,20440,11,5,13,0,0.63,18,10220.0
28,Female,Self-employed,Savings,40,1,33119,15,9,14,1,0.86,23,33119.0
39,Male,Employed,Savings,146,1,25168,15,5,14,0,0.93,19,25168.0
22,Male,Employed,Fixed Deposit,177,1,23268,26,7,11,0,0.96,18,23268.0
28,Male,Employed,Savings,72,1,169556,17,6,11,1,0.8,17,169556.0
37,Female,Self-employed,Current,96,1,26075,15,14,4,0,0.88,18,26075.0
22,Male,Self-employed,Savings,52,1,2794,15,10,12,0,1.0,22,2794.0
36,Male,Self-employed,Savings,69,3,85087,20,5,16,0,0.74,21,28362.33
29,Male,Employed,Savings,40,1,360809,17,11,14,0,0.81,25,360809.0
39,Male,Employed,Current,160,1,173803,16,4,9,0,0.95,13,173803.0
43,Male,Self-employed,Savings,146,2,100807,13,7,12,0,0.77,19,50403.5
20,Male,Employed,Savings,158,3,136635,13,14,4,1,0.58,18,45545.0
36,Female,Employed,Current,160,3,113203,20,7,6,0,0.58,13,37734.33
46,Male,Employed,Savings,149,1,13182,19,7,12,0,0.77,19,13182.0
32,Female,Employed,Current,164,2,88141,18,7,15,1,0.57,22,44070.5
46,Male,Self-employed,Current,119,1,428480,13,4,8,0,0.9,12,428480.0
46,Male,Self-employed,Savings,55,1,69747,17,15,6,0,0.57,21,69747.0
25,Male,Employed,Current,99,2,63801,16,10,18,0,0.66,28,31900.5
22,Male,Employed,Savings,121,1,37593,10,10,7,0,0.71,17,37593.0
27,Male,Employed,Savings,102,2,10406,13,7,6,0,0.95,13,5203.0
28,Female,Employed,Savings,93,3,14397,15,6,9,0,0.5,15,4799.0
31,Female,Employed,Savings,63,2,241772,12,13,16,0,0.59,29,120886.0
18,Male,Self-employed,Current,143,3,9661,16,4,14,0,0.73,18,3220.33
39,Male,Self-employed,Savings,125,3,113126,14,6,16,0,0.64,22,37708.67
46,Female,Employed,Savings,28,2,29396,16,12,15,0,0.51,27,14698.0
32,Male,Employed,Savings,176,1,4280,17,8,9,0,0.75,17,4280.0
41,Female,Self-employed,Savings,31,3,152121,15,3,6,0,0.93,9,50707.0
35,Male,Employed,Current,27,1,286308,11,8,6,0,0.7,14,286308.0
35,Male,Employed,Fixed Deposit,178,1,126956,17,6,10,0,0.75,16,126956.0
18,Male,Self-employed,Fixed Deposit,126,2,38662,17,8,3,0,0.7,11,19331.0
54,Female,Employed,Current,49,3,205623,14,9,12,0,0.86,21,68541.0
31,Male,Employed,Savings,157,3,374410,15,5,14,0,0.9,19,124803.33
19,Female,Employed,Savings,23,1,15777,16,7,4,0,0.88,11,15777.0
37,Male,Employed,Current,118,2,362486,13,10,13,0,0.94,23,181243.0
50,Male,Employed,Current,108,2,368948,12,8,10,0,0.91,18,184474.0
29,Male,Unemployed,Savings,105,2,359354,19,9,11,0,0.68,20,179677.0
18,Female,Self-employed,Savings,79,3,248938,16,11,8,1,0.56,19,82979.33
44,Female,Employed,Savings,169,2,52746,13,14,7,1,0.69,21,26373.0
32,Male,Employed,Current,96,2,146225,11,4,8,0,0.86,12,73112.5
46,Female,Employed,Savings,18,4,112489,16,5,11,0,0.78,16,28122.25
39,Female,Employed,Savings,43,1,96934,12,6,7,0,0.78,13,96934.0
41,Male,Employed,Current,15,4,389009,13,7,6,0,0.95,13,97252.25
39,Female,Self-employed,Savings,18,1,151363,8,10,9,1,0.85,19,151363.0
31,Male,Self-employed,Current,58,3,8519,14,11,16,0,0.76,27,2839.67
39,Male,Employed,Fixed Deposit,43,1,119788,17,9,17,0,0.67,26,119788.0
48,Female,Self-employed,Savings,51,4,44849,15,11,5,0,0.79,16,11212.25
33,Male,Employed,Current,84,1,116449,17,7,10,0,0.82,17,116449.0
35,Female,Employed,Current,23,3,394301,16,10,8,0,0.82,18,131433.67
32,Female,Employed,Savings,160,3,135941,9,8,8,0,0.88,16,45313.67
31,Male,Self-employed,Savings,148,1,127733,14,7,12,0,0.96,19,127733.0
46,Female,Employed,Savings,99,3,83059,16,10,14,1,0.96,24,27686.33
37,Female,Employed,Current,161,4,350288,12,4,6,0,0.53,10,87572.0
43,Female,Employed,Savings,157,1,94232,10,6,12,0,0.58,18,94232.0
19,Female,Employed,Current,113,1,227960,15,7,8,0,0.89,15,227960.0
51,Male,Employed,Savings,98,3,48416,10,6,11,0,0.77,17,16138.67
18,Male,Employed,Current,143,1,159354,22,6,9,1,0.82,15,159354.0
30,Female,Employed,Savings,42,3,293711,26,6,13,0,0.67,19,97903.67
23,Male,Employed,Savings,129,1,28970,15,11,7,1,0.86,18,28970.0
54,Male,Employed,Fixed Deposit,63,1,137394,15,11,8,1,0.69,19,137394.0
30,Male,Employed,Savings,152,1,32087,17,15,7,1,0.97,22,32087.0
29,Male,Employed,Current,97,1,135113,13,7,8,0,0.55,15,135113.0
28,Female,Self-employed,Savings,31,4,125045,14,7,9,0,0.52,16,31261.25
38,Male,Employed,Savings,131,4,10762,14,14,10,0,1.0,24,2690.5
39,Female,Employed,Savings,138,1,122678,21,11,9,0,0.81,20,122678.0
29,Male,Self-employed,Savings,13,2,175891,14,15,4,1,0.52,19,87945.5
31,Female,Self-employed,Savings,118,1,97928,18,7,10,2,0.94,17,97928.0
56,Female,Self-employed,Savings,175,4,4331,18,13,14,0,0.57,27,1082.75
29,Male,Self-employed,Savings,134,2,33234,13,5,13,0,0.58,18,16617.0
34,Female,Employed,Savings,17,2,77410,15,5,16,0,0.97,21,38705.0
35,Male,Unemployed,Current,106,1,99891,13,8,7,0,0.72,15,99891.0
18,Female,Employed,Current,32,4,81332,13,8,13,0,0.96,21,20333.0
27,Male,Employed,Savings,156,2,239416,18,11,16,0,0.67,27,119708.0
49,Male,Self-employed,Current,74,3,198660,15,6,13,0,0.56,19,66220.0
33,Female,Employed,Savings,105,1,67018,12,5,6,0,1.0,11,67018.0
46,Female,Employed,Savings,38,3,140506,20,6,6,0,0.88,12,46835.33
30,Female,Self-employed,Savings,101,3,71041,15,8,8,0,0.91,16,23680.33
36,Male,Employed,Savings,114,2,79788,16,11,12,0,0.94,23,39894.0
35,Female,Employed,Savings,165,2,51797,9,8,7,0,0.57,15,25898.5
51,Female,Employed,Savings,142,2,148847,11,7,16,0,0.98,23,74423.5
22,Female,Self-employed,Savings,123,2,41126,12,8,9,0,0.68,17,20563.0
18,Male,Employed,Savings,107,1,59500,17,10,7,1,0.73,17,59500.0
23,Female,Employed,Savings,148,2,221404,10,5,9,0,0.85,14,110702.0
39,Male,Employed,Savings,179,2,119206,13,11,14,0,1.0,25,59603.0
23,Female,Employed,Fixed Deposit,85,3,34205,25,9,9,0,0.61,18,11401.67
52,Male,Self-employed,Savings,145,1,12736,14,5,10,0,0.63,15,12736.0
35,Female,Employed,Current,30,3,14123,10,8,7,0,0.88,15,4707.67
47,Female,Employed,Current,50,3,81463,17,4,11,0,0.59,15,27154.33
37,Male,Employed,Savings,21,2,168355,15,5,11,0,0.7,16,84177.5
56,Male,Employed,Savings,65,2,87234,17,9,13,0,0.92,22,43617.0
41,Female,Self-employed,Current,17,4,236529,18,10,13,1,0.54,23,59132.25
35,Female,Employed,Current,110,3,36253,14,5,8,0,0.62,13,12084.33
23,Male,Employed,Savings,49,2,97746,19,8,8,1,0.75,16,48873.0
51,Male,Employed,Savings,180,1,65423,12,8,8,0,0.84,16,65423.0
27,Female,Self-employed,Savings,59,3,107272,9,11,11,0,0.51,22,35757.33
34,Male,Self-employed,Savings,86,4,37842,16,11,12,0,0.89,23,9460.5
20,Female,Employed,Savings,48,1,53969,11,5,15,0,0.51,20,53969.0
37,Male,Employed,Savings,78,1,99789,25,9,7,0,0.89,16,99789.0
38,Female,Unemployed,Current,106,2,15161,21,8,8,0,0.95,16,7580.5
27,Male,Employed,Current,61,1,35299,12,11,7,0,0.75,18,35299.0
26,Male,Unemployed,Savings,20,2,163287,11,6,13,1,0.8,19,81643.5
24,Female,Employed,Savings,87,3,50133,18,14,4,0,0.6,18,16711.0
23,Female,Employed,Savings,79,1,49819,12,7,10,0,0.74,17,49819.0
42,Male,Employed,Savings,133,1,246638,15,12,10,0,0.82,22,246638.0
31,Female,Employed,Savings,111,2,322549,12,9,11,0,0.71,20,161274.5
36,Male,Employed,Fixed Deposit,114,4,32969,18,2,10,0,0.58,12,8242.25
18,Male,Self-employed,Savings,32,1,142714,11,7,12,0,0.73,19,142714.0
29,Female,Self-employed,Savings,90,3,95901,20,10,8,1,0.8,18,31967.0
25,Female,Self-employed,Current,33,2,18642,17,7,23,0,0.78,30,9321.0
31,Female,Self-employed,Savings,38,1,22470,17,7,14,0,0.58,21,22470.0
28,Male,Employed,Savings,55,1,95628,14,7,8,1,0.52,15,95628.0
40,Male,Employed,Current,139,2,102880,13,10,9,0,0.6,19,51440.0
21,Male,Employed,Current,40,4,171112,23,10,3,0,0.97,13,42778.0
37,Male,Self-employed,Savings,97,2,72724,17,6,12,0,0.62,18,36362.0
47,Male,Employed,Fixed Deposit,98,1,15237,13,4,9,0,0.61,13,15237.0
46,Male,Employed,Fixed Deposit,85,2,56744,10,7,9,0,0.6,16,28372.0
26,Male,Self-employed,Savings,64,3,99108,11,2,12,0,0.96,14,33036.0
45,Female,Employed,Savings,149,1,6611,11,11,11,0,0.8,22,6611.0
23,Male,Unemployed,Savings,28,3,102240,14,7,6,0,0.56,13,34080.0
40,Female,Unemployed,Current,75,1,49028,15,10,6,0,0.73,16,49028.0
21,Male,Employed,Savings,179,3,339100,15,6,9,0,0.98,15,113033.33
38,Male,Employed,Savings,49,2,298094,13,8,12,1,0.61,20,149047.0
18,Female,Employed,Fixed Deposit,84,3,96869,28,10,8,0,0.94,18,32289.67
32,Male,Employed,Current,27,4,117339,6,9,11,0,0.76,20,29334.75
30,Female,Self-employed,Fixed Deposit,167,1,185257,9,11,11,0,0.77,22,185257.0
49,Male,Employed,Current,44,4,295162,13,8,11,0,0.77,19,73790.5
40,Male,Employed,Savings,135,1,89554,20,6,13,0,0.79,19,89554.0
26,Female,Employed,Savings,28,1,124797,12,11,12,0,0.61,23,124797.0
31,Female,Self-employed,Current,145,1,88353,17,10,10,0,0.79,20,88353.0
24,Male,Employed,Current,108,2,372865,19,5,8,2,0.9,13,186432.5
43,Male,Employed,Current,175,1,62941,8,8,7,0,0.52,15,62941.0
18,Male,Employed,Savings,125,2,269252,14,8,17,0,0.72,25,134626.0
18,Female,Employed,Savings,37,2,84268,16,11,11,0,0.54,22,42134.0
56,Male,Unemployed,Current,117,2,316420,17,7,5,0,0.63,12,158210.0
25,Male,Employed,Savings,40,3,331289,13,6,7,0,0.68,13,110429.67
23,Male,Employed,Savings,88,3,210780,13,11,12,1,0.83,23,70260.0
31,Female,Employed,Fixed Deposit,93,4,7586,24,7,13,0,0.96,20,1896.5
21,Male,Self-employed,Current,100,1,243651,12,11,6,0,0.93,17,243651.0
25,Female,Employed,Fixed Deposit,91,4,75748,12,3,17,0,0.81,20,18937.0
25,Female,Self-employed,Fixed Deposit,111,1,77749,11,8,11,0,0.73,19,77749.0
34,Male,Self-employed,Savings,113,4,16999,14,10,8,1,0.75,18,4249.75
35,Female,Self-employed,Savings,90,1,19670,17,7,3,2,0.97,10,19670.0
19,Male,Self-employed,Savings,174,1,217164,17,8,8,0,0.82,16,217164.0
38,Male,Self-employed,Current,127,1,41654,12,7,9,1,0.92,16,41654.0
48,Female,Self-employed,Savings,171,1,8238,9,13,10,0,0.67,23,8238.0
24,Female,Employed,Current,179,1,157971,22,7,11,0,0.89,18,157971.0
52,Female,Self-employed,Savings,99,2,4526,14,9,7,1,0.94,16,2263.0
25,Male,Unemployed,Savings,79,2,68411,22,9,9,0,0.6,18,34205.5
36,Male,Employed,Savings,100,2,270039,19,12,12,0,0.83,24,135019.5
37,Female,Employed,Current,159,2,150654,12,9,16,0,0.51,25,75327.0
28,Female,Employed,Savings,70,2,177051,15,6,9,0,0.64,15,88525.5
20,Female,Employed,Current,17,2,44351,14,4,15,0,0.8,19,22175.5
38,Female,Employed,Savings,50,1,80174,12,11,14,0,0.91,25,80174.0
44,Female,Self-employed,Savings,87,3,115448,17,5,10,0,0.91,15,38482.67
32,Female,Self-employed,Current,76,4,232108,15,3,12,0,0.59,15,58027.0
41,Male,Self-employed,Savings,96,1,65084,19,6,9,0,0.64,15,65084.0
43,Male,Employed,Current,21,3,37386,14,9,13,0,0.64,22,12462.0
31,Female,Self-employed,Savings,37,3,7832,17,9,11,1,0.82,20,2610.67
45,Female,Employed,Savings,108,1,177211,15,9,13,0,0.91,22,177211.0
28,Male,Unemployed,Savings,82,3,375397,15,8,15,0,0.53,23,125132.33
42,Female,Employed,Savings,132,3,554470,13,12,4,0,0.7,16,184823.33
32,Female,Unemployed,Savings,49,4,198994,13,7,9,0,0.52,16,49748.5
40,Male,Employed,Savings,132,2,88413,11,11,12,0,0.89,23,44206.5
31,Male,Employed,Savings,108,2,90086,11,9,12,0,0.64,21,45043.0
32,Female,Self-employed,Savings,72,3,344301,15,8,11,0,0.68,19,114767.0
18,Male,Employed,Savings,79,1,25421,15,13,11,1,1.0,24,25421.0
18,Female,Unemployed,Current,111,1,97347,10,12,15,0,0.86,27,97347.0
42,Female,Unemployed,Savings,176,2,45200,10,9,12,1,0.68,21,22600.0
18,Male,Employed,Fixed Deposit,79,4,141125,20,8,8,0,0.99,16,35281.25
32,Female,Self-employed,Savings,83,1,170694,20,6,5,0,0.56,11,170694.0
33,Female,Employed,Savings,146,2,161950,14,4,5,1,0.67,9,80975.0
44,Female,Unemployed,Current,55,1,23901,13,7,15,0,0.57,22,23901.0
40,Male,Self-employed,Savings,111,2,344165,22,9,10,0,0.53,19,172082.5
38,Female,Self-employed,Savings,38,3,111283,17,8,12,1,0.86,20,37094.33
21,Female,Unemployed,Current,118,1,212310,17,7,6,1,0.89,13,212310.0
37,Male,Self-employed,Fixed Deposit,78,2,104421,14,8,14,0,0.78,22,52210.5
29,Male,Self-employed,Fixed Deposit,115,2,27253,12,6,14,1,0.77,20,13626.5
26,Female,Unemployed,Savings,113,3,21091,21,6,15,1,0.51,21,7030.33
39,Male,Unemployed,Savings,143,1,82212,15,5,4,0,0.7,9,82212.0
30,Female,Unemployed,Savings,128,1,137580,11,10,9,0,0.96,19,137580.0
38,Female,Employed,Savings,62,2,119548,15,2,13,0,0.59,15,59774.0
22,Female,Unemployed,Savings,32,3,553391,15,9,15,0,0.95,24,184463.67
26,Female,Unemployed,Savings,81,2,302617,17,8,10,0,0.91,18,151308.5
29,Female,Employed,Current,80,4,241417,20,10,13,0,0.81,23,60354.25
45,Female,Employed,Current,32,2,70662,13,7,5,0,0.89,12,35331.0
43,Male,Self-employed,Savings,172,2,46846,16,10,5,0,0.87,15,23423.0
40,Female,Self-employed,Current,133,4,101911,16,6,12,0,0.67,18,25477.75
34,Female,Unemployed,Current,38,2,139838,12,6,13,0,0.77,19,69919.0
33,Male,Employed,Savings,137,4,4752,18,9,5,0,0.71,14,1188.0
40,Female,Self-employed,Current,58,3,87539,16,10,10,0,0.88,20,29179.67
35,Male,Self-employed,Savings,99,4,80713,14,5,17,0,0.65,22,20178.25
25,Female,Employed,Savings,123,1,47494,14,7,11,1,0.74,18,47494.0
33,Male,Self-employed,Fixed Deposit,149,2,1504,14,11,17,0,0.93,28,752.0
39,Male,Employed,Current,135,1,722572,15,13,11,0,0.69,24,722572.0
34,Female,Self-employed,Savings,88,2,43493,17,7,9,0,0.89,16,21746.5
32,Female,Unemployed,Savings,88,2,71788,17,7,15,0,0.68,22,35894.0
40,Male,Employed,Savings,96,2,102358,13,4,15,0,0.6,19,51179.0
44,Male,Employed,Savings,123,2,75642,16,9,9,0,0.58,18,37821.0
50,Male,Unemployed,Savings,121,1,204534,12,14,7,1,0.53,21,204534.0
37,Male,Employed,Current,145,1,144009,18,9,10,0,0.58,19,144009.0
53,Male,Employed,Fixed Deposit,137,2,371324,19,10,10,0,0.65,20,185662.0
41,Female,Self-employed,Current,81,2,125280,11,5,11,0,0.99,16,62640.0
32,Male,Employed,Savings,25,2,117563,12,8,6,0,0.63,14,58781.5
39,Male,Unemployed,Savings,171,3,16432,17,9,11,0,0.73,20,5477.33
25,Female,Self-employed,Savings,88,1,86155,11,8,11,0,0.96,19,86155.0
27,Male,Employed,Savings,166,1,88094,12,6,9,1,0.55,15,88094.0
46,Female,Unemployed,Current,32,1,60401,20,12,5,0,0.68,17,60401.0
43,Male,Self-employed,Current,100,2,412274,16,6,13,0,0.87,19,206137.0
46,Female,Self-employed,Savings,166,2,27159,17,4,9,0,0.81,13,13579.5
18,Female,Employed,Savings,132,1,18014,12,8,14,0,0.67,22,18014.0
22,Female,Employed,Fixed Deposit,13,1,4705,21,5,7,1,0.54,12,4705.0
41,Female,Employed,Savings,97,2,50282,24,6,11,0,0.79,17,25141.0
47,Male,Employed,Current,57,3,316210,14,8,13,0,0.97,21,105403.33
31,Female,Self-employed,Savings,24,2,610847,17,4,11,0,0.67,15,305423.5
34,Female,Employed,Current,162,1,3438,13,10,5,0,0.59,15,3438.0
54,Male,Employed,Savings,156,2,34066,16,8,16,0,0.51,24,17033.0
24,Male,Self-employed,Fixed Deposit,108,4,76673,13,4,13,0,0.79,17,19168.25
32,Male,Employed,Fixed Deposit,108,1,173248,14,9,6,0,0.85,15,173248.0
31,Male,Unemployed,Current,135,2,19778,12,3,15,0,0.52,18,9889.0
41,Female,Employed,Fixed Deposit,52,2,29101,12,8,16,0,0.85,24,14550.5
39,Male,Employed,Savings,93,3,63527,20,9,10,0,0.61,19,21175.67
25,Female,Self-employed,Savings,84,2,63946,18,9,5,0,0.8,14,31973.0
35,Female,Employed,Savings,76,1,191548,18,10,14,0,0.56,24,191548.0
35,Male,Employed,Fixed Deposit,71,1,20642,11,11,9,0,0.52,20,20642.0
36,Male,Employed,Current,112,1,191223,12,7,15,0,0.95,22,191223.0
22,Male,Employed,Savings,147,3,156105,17,9,6,0,0.63,15,52035.0
34,Female,Self-employed,Savings,46,1,53997,11,14,17,0,0.99,31,53997.0
26,Male,Self-employed,Fixed Deposit,97,3,166921,11,3,7,1,0.69,10,55640.33
31,Female,Employed,Current,157,2,129175,17,10,6,0,0.93,16,64587.5
42,Male,Self-employed,Savings,108,1,186631,15,5,10,0,0.82,15,186631.0
54,Female,Employed,Fixed Deposit,64,4,11722,5,8,9,0,0.92,17,2930.5
21,Female,Employed,Fixed Deposit,77,2,223864,12,9,5,0,0.78,14,111932.0
36,Male,Employed,Savings,108,2,32921,15,10,7,0,0.57,17,16460.5
46,Male,Employed,Current,55,1,88110,20,4,10,0,0.55,14,88110.0
31,Male,Employed,Savings,62,1,108609,21,4,8,2,0.55,12,108609.0
35,Female,Employed,Current,130,1,264127,11,8,8,1,0.64,16,264127.0
18,Male,Unemployed,Current,113,2,43904,11,7,8,0,0.73,15,21952.0
35,Female,Self-employed,Current,83,1,231986,7,9,11,0,0.68,20,231986.0
37,Female,Self-employed,Current,168,4,238774,13,11,14,0,0.58,25,59693.5
41,Male,Employed,Savings,48,1,138721,18,4,10,0,0.81,14,138721.0
47,Male,Employed,Savings,75,1,126088,16,7,15,1,0.92,22,126088.0
48,Female,Employed,Current,31,2,297166,14,11,12,0,0.91,23,148583.0
37,Male,Employed,Savings,129,3,75195,16,11,12,0,0.94,23,25065.0
39,Female,Self-employed,Savings,26,1,11551,14,9,14,0,0.74,23,11551.0
34,Female,Self-employed,Savings,105,2,51746,20,5,9,1,0.91,14,25873.0
46,Female,Employed,Savings,57,1,134520,20,9,13,0,0.63,22,134520.0
52,Female,Employed,Savings,157,3,106279,16,11,8,1,0.69,19,35426.33
31,Male,Employed,Savings,162,3,167572,8,10,11,0,0.83,21,55857.33
29,Female,Employed,Savings,19,3,97158,22,5,7,0,0.97,12,32386.0
39,Female,Self-employed,Savings,164,1,65150,19,7,4,0,0.58,11,65150.0
41,Male,Employed,Current,172,1,94572,14,12,10,0,0.9,22,94572.0
19,Female,Employed,Current,33,2,22779,19,10,13,0,0.96,23,11389.5
40,Male,Self-employed,Current,56,4,72691,12,8,9,0,0.75,17,18172.75
43,Female,Self-employed,Current,129,4,101357,14,8,12,2,0.82,20,25339.25
38,Female,Employed,Savings,110,1,122482,20,7,12,0,0.53,19,122482.0
31,Female,Self-employed,Fixed Deposit,164,1,79685,18,10,9,0,0.91,19,79685.0
26,Male,Employed,Savings,179,1,71475,22,7,4,0,0.7,11,71475.0
35,Female,Employed,Savings,165,1,107807,22,4,12,0,0.54,16,107807.0
51,Female,Self-employed,Current,28,1,154484,15,12,14,0,0.76,26,154484.0
42,Female,Self-employed,Savings,28,1,22250,19,8,9,1,0.53,17,22250.0
26,Male,Unemployed,Current,86,1,71475,13,11,13,1,0.75,24,71475.0
39,Female,Employed,Savings,114,1,70932,21,14,7,0,0.75,21,70932.0
21,Female,Employed,Savings,178,1,75978,14,5,10,0,0.81,15,75978.0
37,Male,Employed,Current,141,3,107708,19,5,9,1,0.78,14,35902.67
30,Female,Employed,Savings,152,1,105527,14,11,13,0,0.58,24,105527.0
18,Female,Unemployed,Savings,116,3,81144,10,6,8,0,0.67,14,27048.0
37,Male,Employed,Savings,68,1,195560,16,3,6,0,0.53,9,195560.0
31,Female,Employed,Current,142,1,154822,17,8,9,0,0.78,17,154822.0
40,Female,Employed,Savings,59,1,177520,9,9,8,1,0.83,17,177520.0
30,Male,Employed,Savings,155,2,93752,14,16,15,0,0.74,31,46876.0
30,Male,Self-employed,Fixed Deposit,122,4,103153,17,4,14,0,0.5,18,25788.25
51,Male,Self-employed,Savings,127,2,18894,19,4,8,0,0.78,12,9447.0
34,Male,Employed,Savings,113,4,422330,15,10,17,0,0.66,27,105582.5
31,Female,Self-employed,Savings,57,3,136885,13,5,8,0,0.53,13,45628.33
23,Male,Employed,Current,96,3,21156,13,6,8,1,0.94,14,7052.0
32,Male,Employed,Current,64,2,16879,21,4,4,0,0.71,8,8439.5
45,Female,Employed,Fixed Deposit,79,1,156246,20,14,3,0,0.62,17,156246.0
31,Male,Employed,Current,152,4,143521,16,7,9,1,0.76,16,35880.25
40,Male,Employed,Current,81,3,59666,11,4,6,1,0.72,10,19888.67
42,Female,Self-employed,Savings,176,4,111178,13,8,8,0,0.86,16,27794.5
18,Male,Unemployed,Current,109,3,102867,18,4,10,0,0.84,14,34289.0
42,Female,Self-employed,Current,28,3,272787,15,4,12,0,0.53,16,90929.0
41,Male,Employed,Current,143,4,73202,13,11,12,0,0.65,23,18300.5
33,Female,Employed,Savings,31,1,134575,12,15,9,1,0.84,24,134575.0
47,Male,Employed,Current,172,2,172960,19,10,8,0,0.83,18,86480.0
18,Female,Employed,Savings,65,1,18678,12,11,10,1,0.79,21,18678.0
38,Male,Employed,Savings,140,2,80339,11,7,4,0,0.94,11,40169.5
23,Female,Self-employed,Savings,145,2,2761,20,6,13,0,0.57,19,1380.5
42,Male,Self-employed,Current,43,1,19885,18,7,12,0,0.58,19,19885.0
25,Male,Employed,Fixed Deposit,157,2,115390,13,7,10,0,0.88,17,57695.0
54,Female,Employed,Savings,112,1,165887,17,8,9,0,0.5,17,165887.0
46,Female,Employed,Fixed Deposit,46,4,170359,14,7,13,0,0.87,20,42589.75
38,Female,Self-employed,Current,121,3,72589,16,11,6,0,0.94,17,24196.33
32,Female,Employed,Savings,140,1,395835,13,6,7,0,0.77,13,395835.0
48,Female,Self-employed,Current,111,1,540687,18,9,6,0,0.95,15,540687.0
58,Female,Employed,Savings,116,1,545197,17,7,5,0,0.54,12,545197.0
39,Male,Employed,Savings,93,1,278215,14,7,11,0,0.64,18,278215.0
27,Male,Self-employed,Savings,86,1,5134,20,5,7,0,0.83,12,5134.0
34,Female,Employed,Current,125,2,220090,14,6,10,1,0.71,16,110045.0
41,Male,Self-employed,Savings,63,2,251734,13,9,12,0,0.9,21,125867.0
33,Female,Employed,Current,24,1,13067,20,9,12,0,0.87,21,13067.0
27,Male,Unemployed,Current,128,2,123501,20,10,11,0,0.87,21,61750.5
29,Male,Unemployed,Current,97,2,340175,14,12,9,0,0.69,21,170087.5
33,Male,Employed,Savings,78,3,205335,17,6,9,0,0.7,15,68445.0
35,Male,Employed,Fixed Deposit,107,1,186990,14,10,7,1,0.72,17,186990.0
52,Male,Employed,Savings,52,1,11692,15,12,10,0,0.93,22,11692.0
35,Female,Self-employed,Savings,71,3,105647,13,10,7,1,0.79,17,35215.67
20,Male,Employed,Savings,115,4,70829,12,6,13,1,0.95,19,17707.25
30,Male,Employed,Savings,45,4,188075,18,8,16,0,0.66,24,47018.75
22,Male,Employed,Current,118,4,48637,14,7,6,0,0.54,13,12159.25
36,Female,Employed,Savings,77,1,129000,20,10,8,0,0.53,18,129000.0
40,Male,Employed,Fixed Deposit,119,2,170206,12,6,4,0,0.51,10,85103.0
33,Female,Employed,Current,104,3,96378,25,10,7,1,0.78,17,32126.0
36,Male,Employed,Current,47,3,120478,19,6,12,0,0.66,18,40159.33
49,Female,Employed,Current,35,2,93066,19,5,7,1,0.76,12,46533.0
20,Female,Employed,Savings,106,1,60587,11,6,14,0,0.87,20,60587.0
33,Male,Employed,Savings,157,1,238838,15,7,4,0,0.94,11,238838.0
27,Female,Self-employed,Current,178,1,45563,16,5,9,0,0.82,14,45563.0
38,Female,Employed,Current,109,1,83902,13,7,10,0,0.69,17,83902.0
36,Male,Employed,Current,46,2,12343,16,12,13,0,0.56,25,6171.5
